kevin,1
strengthening,1
enron,1
as,1
grows,1
doc,1
you,3
may,1
have,3
seen,1
this,2
when,1
it,7
first,2
came,1
out,4
a,18
while,1
back,2
but,5
s,11
worth,1
rerun,1
forwarded,1
by,5
steven,2
j,4
kean,2
na,2
enron,3
on,11
pm,2
from,5
ann,1
m,1
schmidt,1
to,38
cc,1
subject,1
california,19
dim,2
bulbs,2
p,2
o,2
rourke,2
regulation,2
copyright,3
c,1
bell,1
howell,1
information,3
and,30
learning,1
company,2
all,4
rights,2
reserved,2
cato,2
institute,2
spring,1
the,47
final,1
word,2
is,11
in,6
midst,1
of,17
an,3
enormous,1
stupidity,1
crisis,1
californians,13
been,1
sitting,1
dark,1
because,2
they,9
didn,2
t,9
turn,1
lights,1
say,1
re,4
short,1
electricity,11
yes,1
are,6
between,2
consumption,1
increased,1
percent,3
meanwhile,1
capacity,1
generate,1
shrank,1
five,1
even,2
as,3
state,8
hesitated,1
build,3
new,3
power,13
lines,2
tap,1
into,5
neighboring,1
states,1
supplies,1
want,2
dams,1
across,2
their,9
rivers,1
derricks,1
ocean,1
borders,1
or,3
fossil,1
fuel,1
smoke,1
sky,1
these,1
might,1
interfere,1
with,7
smart,1
things,1
do,1
such,1
hang,1
glide,1
was,5
going,2
rely,2
negawatts,1
dramatic,1
conservation,1
regulators,1
put,1
price,5
controls,1
that,11
lowered,2
prices,4
weren,2
dumb,1
enough,3
skip,2
bargain,1
alternative,3
generation,2
puffery,1
silicon,1
valley,1
dot,1
com,1
start,1
ups,1
wind,1
farms,1
wouldn,1
be,4
problem,1
doesn,1
gwyneth,1
paltrow,1
star,1
shine,1
bright,1
operate,1
solar,1
panel,1
turns,1
mostly,1
generating,4
people,1
who,3
insist,1
growing,1
own,1
vegetables,1
won,2
dig,1
up,4
pretty,1
lawn,1
plant,1
anything,1
for,3
fear,1
getting,1
dirty,1
use,1
fragrant,1
bath,1
salts,1
body,1
shop,1
instead,1
smelly,1
compost,1
let,2
them,1
make,1
crudites,1
crab,1
grass,1
president,2
bush,1
wrong,3
grant,1
extension,1
executive,1
orders,1
requiring,2
utilities,4
supply,2
everyone,2
listen,1
whine,1
about,1
deregulation,2
there,3
never,1
any,2
public,1
commission,1
merely,1
changed,1
its,1
regulations,1
which,1
apparently,1
stupid,2
meet,1
golden,1
standards,1
under,1
plan,1
electric,3
companies,2
sold,1
plants,3
became,1
distributors,1
were,3
required,2
buy,2
wholesale,4
spot,1
market,4
forbidden,1
enter,1
long,2
term,2
contracts,3
retail,4
frozen,1
at,3
rate,1
until,1
march,1
like,2
sell,1
porterhouse,1
pound,1
no,1
matter,2
what,2
beef,1
hoof,1
imagine,1
how,2
many,2
steaks,1
would,3
supermarkets,1
go,2
one,2
those,2
boarded,1
grocery,1
stores,1
purchase,1
phantom,1
bone,1
screw,1
ceiling,2
fixture,1
try,2
light,1
your,1
house,1
devised,1
system,1
sales,1
ignored,1
every,1
dimension,1
free,3
interesting,1
economy,1
centered,1
place,1
immune,1
yardstick,1
got,1
smacked,1
mideast,1
oil,1
jitters,1
cold,1
weather,1
natural,1
gas,3
spikes,1
plain,1
unpredictable,1
freedom,1
caused,1
costs,2
rise,1
billion,3
red,1
governor,1
gray,2
davis,4
responded,1
full,1
force,1
bikini,1
beach,1
brain,1
january,2
speech,1
legislature,2
proposed,1
creating,1
agency,1
ones,1
he,4
threatened,1
expropriate,1
generators,1
transmission,1
grids,1
called,1
laws,1
allow,1
criminal,1
prosecution,1
suppliers,1
withheld,1
markets,1
said,3
universities,1
community,1
colleges,1
co,1
become,1
energy,1
independent,1
produced,1
cafeteria,1
food,1
sounded,1
joseph,1
stalin,1
iq,1
keanu,1
reeves,1
should,2
understand,1
other,1
more,1
drastic,1
measures,1
i,2
am,1
prepared,1
take,2
if,1
declaimed,1
key,1
grabby,1
tried,1
regulate,1
themselves,1
some,1
cheap,1
hoggish,1
went,1
along,1
stateimposed,1
also,1
floor,1
according,1
los,1
angeles,1
times,1
during,1
months,1
scheme,1
pacific,1
edison,1
made,1
legally,1
mark,1
snatch,1
money,2
consumer,1
advocates,1
around,1
did,1
not,1
returning,1
investments,1
shareholders,1
reported,1
washington,1
post,1
took,2
ran,1
senator,1
john,1
burton,1
opposed,1
roller,1
bladed,1
now,1
juice,1
jack,1
both,1
gone,1
has,1
had,1
pass,1
bill,2
authorizing,1
clean,1
mess,1
could,1
still,1
pull,1
scam,1
mandates,1
rates,1
way,1
above,1
future,1
hope,1
guesses,1
congress,1
somebody,1
will,1
once,1
lower,1
call,1
sleazy,1
too,1
r,1
h,1
l,1
mencken,1
research,1
fellow,1
foreign,1
affairs,1
desk,1
chief,1
rolling,1
stone,1
author,1
several,1
bestselling,1
books,1
including,1
parliament,1
whores,1
give,1
war,1
chance,1
age,1
guile,1
eat,1
rich,1
dow,1
jones,1
inc,1
